Player,Year,Team,Position_SIndC,GP_SIndC,TOI_SIndC,Goals_SIndC,Total_Assists_SIndC,First_Assists_SIndC,Second_Assists_SIndC,Total_Points_SIndC,IPP_SIndC,Shots_SIndC,SHPer_SIndC,iCF_SIndC,iFF_SIndC,iSCF_SIndC,iHDCF_SIndC,Rush_Attempts_SIndC,Rebounds_Created_SIndC,PIM_SIndC,Total_Penalties_SIndC,Minor_SIndC,Major_SIndC,Misconduct_SIndC,Penalties_Drawn_SIndC,Giveaways_SIndC,Takeaways_SIndC,Hits_SIndC,Hits_Taken_SIndC,Shots_Blocked_SIndC,Faceoffs_Won_SIndC,Faceoffs_Lost_SIndC,Faceoffs_Per_SIndC,Position_PPIndC,GP_PPIndC,TOI_PPIndC,Goals_PPIndC,Total_Assists_PPIndC,First_Assists_PPIndC,Second_Assists_PPIndC,Total_Points_PPIndC,IPP_PPIndC,Shots_PPIndC,SHPer_PPIndC,iCF_PPIndC,iFF_PPIndC,iSCF_PPIndC,iHDCF_PPIndC,Rush_Attempts_PPIndC,Rebounds_Created_PPIndC,PIM_PPIndC,Total_Penalties_PPIndC,Minor_PPIndC,Major_PPIndC,Misconduct_PPIndC,Penalties_Drawn_PPIndC,Giveaways_PPIndC,Takeaways_PPIndC,Hits_PPIndC,Hits_Taken_PPIndC,Shots_Blocked_PPIndC,Faceoffs_Won_PPIndC,Faceoffs_Lost_PPIndC,Faceoffs_Per_PPIndC,Position,GP,TOI,Goals,Total_Assists,First_Assists,Second_Assists,Total_Points,IPP,Shots,SHPer,iCF,iFF,iSCF,iHDCF,Rush_Attempts,Rebounds_Created,PIM,Total_Penalties,Minor,Major,Misconduct,Penalties_Drawn,Giveaways,Takeaways,Hits,Hits_Taken,Shots_Blocked,Faceoffs_Won,Faceoffs_Lost,Faceoffs_Per,Position_PkIndR,GP_PkIndR,PKTOI,PKTOI_GP,PKCF_60,PKCA_60,PKCFPer,PKFF_60,PKFA_60,PKFFPer,PKSF_60,PKSA_60,PKSFPer,PKGF_60,PKGA_60,PKGFPer,PKSCF_60,PKSCA_60,PKSCFPer,PKHDCF_60,PKHDCA_60,PKHDCFPer,PKHDGF_60,PKHDGA_60,PKHDGFPer,PKMDCF_60,PKMDCA_60,PKMDCFPer,PKMDGF_60,PKMDGA_60,PKMDGFPer,PKLDCF_60,PKLDCA_60,PKLDCFPer,PKLDGF_60,PKLDGA_60,PKLDGFPer,PKOn-Ice SHPer,PKOn-Ice SVPer,PKPDO,PKOff. Zone Faceoffs_60,PKNeu. Zone Faceoffs_60,PKDef. Zone Faceoffs_60,PKOnTFStarts_60,PKOffZoneStartPer,PKOffZoneFaceoffs_60,PKNeuZoneFaceoffs_60,PKDefZoneFaceoffs_60,PKOff. Zone Faceoff Per,Position_PPIndR,GP_PPIndR,PPTOI,PPTOI_GP,PPCF_60,PPCA_60,PPCFPer,PPFF_60,PPFA_60,PPFFPer,PPSF_60,PPSA_60,PPSFPer,PPGF_60,PPGA_60,PPGFPer,PPSCF_60,PPSCA_60,PPSCFPer,PPHDCF_60,PPHDCA_60,PPHDCFPer,PPHDGF_60,PPHDGA_60,PPHDGFPer,PPMDCF_60,PPMDCA_60,PPMDCFPer,PPMDGF_60,PPMDGA_60,PPMDGFPer,PPLDCF_60,PPLDCA_60,PPLDCFPer,PPLDGF_60,PPLDGA_60,PPLDGFPer,PPOn-Ice SHPer,PPOn-Ice SVPer,PPPDO,PPOff. Zone Faceoffs_60,PPNeu. Zone Faceoffs_60,PPDef. Zone Faceoffs_60,PPOnTFStarts_60,PPOffZoneStartPer,PPOffZoneFaceoffs_60,PPNeuZoneFaceoffs_60,PPDefZoneFaceoffs_60,PPOff. Zone Faceoff Per,Position_SIndR,GP_SIndR,TOI_SIndR,TOI_GP,CF_60,CA_60,CFPer,FF_60,FA_60,FFPer,SF_60,SA_60,SFPer,GF_60,GA_60,GFPer,SCF_60,SCA_60,SCFPer,HDCF_60,HDCA_60,HDCFPer,HDGF_60,HDGA_60,HDGFPer,MDCF_60,MDCA_60,MDCFPer,MDGF_60,MDGA_60,MDGFPer,LDCF_60,LDCA_60,LDCFPer,LDGF_60,LDGA_60,LDGFPer,On-Ice SHPer,On-Ice SVPer,PDO,Off. Zone Faceoffs_60,Neu. Zone Faceoffs_60,Def. Zone Faceoffs_60,OnTFStarts_60,OffZoneStartPer,OffZoneFaceoffs_60,NeuZoneFaceoffs_60,DefZoneFaceoffs_60,Off. Zone Faceoff Per,Position_Bios,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
Peter Holland,2018,NYR,C,23.0,254.06666666667005,1.0,2.0,1.0,1.0,3.0,75.00,29.0,3.45,45.0,36.0,20.0,11.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,8.0,6.0,14.0,16.0,12.0,97.0,101.0,48.99,C,23.0,2.4666666666667,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,66.67,C,23.0,28.516666666667,0.0,1.0,1.0,0.0,1.0,100.00,1.0,0.00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,8.0,18.0,30.77,C,23.0,28.51666667,1.2398550720000001,10.52,103.1,9.26,8.42,86.27,8.89,6.31,50.5,11.11,2.1,10.52,16.67,6.31,52.6,10.71,4.21,25.25,14.29,2.1,4.21,33.33,2.81,36.47,7.14,0.0,5.61,0,0.0,66.86,0,0.0,3.04,0,33.33,79.17,1.125,4.21,12.62,33.66,58.91,11.11,4.21,14.73,35.77,10.53,C,23.0,2.4666666669999997,0.10724637699999999,0.0,48.65,0,0.0,48.65,0,0.0,48.65,0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,35.14,0,0.0,0.0,-,-,100,1,48.65,24.32,0.0,291.89,100,48.65,24.32,0.0,100,C,23.0,285.05,12.39347826,42.1,73.46,36.43,32.84,57.67,36.28,25.47,41.26,38.17,1.05,4.21,20,17.26,36.84,31.91,8.21,16.63,33.05,0.63,1.68,27.27,12.07,26.94,30.94,0.28,2.25,11.11,27.67,44.09,38.56,0.3,0.61,33.33,4.13,89.8,0.9390000000000001,8.0,16.42,9.47,52.83,45.78,12.0,21.68,18.94,38.78,C,28.0,1/14/91,Toronto,ON,CAN,CAN,74.0,193.0,2009,ANA,1,15,15
Phil Kessel,2018,PIT,R,82.0,1220.9,22.0,28.0,20.0,8.0,50.0,70.42,193.0,11.40,330.0,246.0,172.0,57.0,8.0,18.0,30.0,11.0,10.0,0.0,1.0,9.0,47.0,25.0,10.0,34.0,15.0,5.0,13.0,27.78,R,82.0,309.13333333333,12.0,30.0,20.0,10.0,42.0,71.19,68.0,17.65,118.0,81.0,72.0,14.0,1.0,13.0,6.0,3.0,3.0,0.0,0.0,0.0,13.0,1.0,0.0,6.0,2.0,1.0,0.0,100.00,R,82.0,2.2166666666667,0.0,0.0,0.0,0.0,0.0,-,0.0,-,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,R,82.0,2.2166666669999997,0.02703252,27.07,108.27,20,0.0,108.27,0,0.0,81.2,0,0.0,27.07,0,0.0,81.2,0,0.0,54.14,0,0.0,27.07,0,0.0,36.09,0,0.0,0.0,-,0.0,39.1,0,0.0,0.0,-,-,66.67,0.67,27.07,0.0,0.0,108.27,100,54.14,0.0,0.0,100,R,82.0,309.1333333,3.7699186989999998,108.89,20.38,84.23,82.49,17.27,82.68,62.5,13.39,82.35,11.45,0.58,95.16,68.51,12.03,85.06,29.31,5.24,84.83,6.99,0.58,92.31,52.28,9.06,85.23,3.88,0.0,100,54.67,5.33,91.12,2.24,0.0,100,18.32,95.65,1.14,34.35,4.27,0.0,3.69,100,58.62,9.51,3.11,94.97,R,82.0,1532.25,18.68597561,71.42,50.51,58.57,55.25,38.96,58.65,41.9,29.88,58.37,5.09,2.98,63.11,38.69,25.41,60.35,15.9,11.4,58.25,2.74,1.64,62.5,30.39,18.69,61.91,2.04,1.15,63.93,40.61,29.81,57.67,1.13,0.51,68.97,12.15,90.04,1.022,17.23,11.08,4.31,38.57,80,32.34,18.13,11.75,73.36,R,31.0,10/2/87,Madison,WI,USA,USA,72.0,202.0,2006,BOS,1,5,5
Philip Holm,2018,VAN,D,1.0,15.2,0.0,0.0,0.0,0.0,0.0,-,0.0,-,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,1.0,15.2,15.2,67.11,71.05,48.57,63.16,55.26,53.33,39.47,39.47,50.0,0.0,7.89,0,39.47,47.37,45.45,27.63,23.68,53.85,0.0,3.95,0,15.79,31.58,33.33,0.0,5.26,0,34.21,28.51,54.55,0.0,0.0,-,0.0,80.0,0.8,11.84,11.84,7.89,51.32,60,15.79,23.68,11.84,57.14,D,27.0,12/8/91,Stockholm,,SWE,SWE,73.0,190.0,-,-,-,-,-
Phillip Danault,2018,MTL,C,52.0,713.7833333333299,7.0,15.0,11.0,4.0,22.0,73.33,84.0,8.33,135.0,104.0,81.0,45.0,4.0,12.0,26.0,13.0,13.0,0.0,0.0,16.0,19.0,29.0,50.0,79.0,32.0,307.0,279.0,52.39,C,52.0,52.933333333332996,0.0,2.0,0.0,2.0,2.0,40.00,7.0,0.00,11.0,11.0,8.0,6.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,26.0,13.0,66.67,C,52.0,95.85,1.0,0.0,0.0,0.0,1.0,50.00,3.0,33.33,5.0,4.0,3.0,2.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,4.0,1.0,9.0,4.0,1.0,6.0,47.0,48.0,49.47,C,52.0,95.85,1.8432692309999998,15.02,121.44,11.01,11.89,95.15,11.11,10.64,70.11,13.18,1.25,10.02,11.11,7.51,62.6,10.71,3.76,30.05,11.11,1.25,5.63,18.18,5.01,43.4,10.34,0.0,3.34,0,6.33,75.95,7.69,0.0,1.81,0,11.76,85.71,0.975,2.5,4.38,41.31,51.33,5.71,6.89,6.26,49.45,12.22,C,52.0,52.93333333,1.017948718,113.35,12.47,90.09,94.08,10.2,90.22,73.68,7.93,90.28,5.67,0.0,100,51.01,6.8,88.24,34.01,3.4,90.91,4.53,0.0,100,22.67,4.53,83.33,1.51,0.0,100,83.5,4.91,94.44,0.0,0.0,-,7.69,100,1.077,20.4,6.8,2.27,45.34,90,38.54,15.87,4.53,89.47,C,52.0,862.5666667000002,16.58782051,61.14,61.35,49.91,44.17,44.59,49.76,33.88,32.62,50.94,2.57,3.34,43.53,26.85,28.94,48.13,13.22,12.17,52.05,1.67,1.67,50,18.18,22.35,44.85,0.74,1.48,33.33,40.29,38.28,51.28,0.4,0.6,40,7.6,89.77,0.9740000000000001,8.76,11.76,13.7,45.7,39.01,19.62,19.75,22.54,46.53,C,25.0,2/24/93,Victoriaville,QC,CAN,CAN,73.0,198.0,2011,CHI,1,26,26
Phillip Di Giuseppe,2018,CAR,L,49.0,509.08333333333,5.0,8.0,6.0,2.0,13.0,61.90,64.0,7.81,123.0,95.0,47.0,17.0,4.0,8.0,12.0,6.0,6.0,0.0,0.0,4.0,13.0,16.0,87.0,46.0,14.0,0.0,1.0,0.00,L,49.0,5.2333333333333,0.0,0.0,0.0,0.0,0.0,0.00,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-,L,49.0,0.28333333333333,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,L,49.0,0.283333333,0.005782313000000001,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,0.0,0.0,0.0,423.53,-,0.0,0.0,0.0,-,L,49.0,5.233333333,0.10680272099999999,114.65,0.0,100,91.72,0.0,100,45.86,0.0,100,11.46,0.0,100,34.39,0.0,100,0.0,0.0,-,0.0,0.0,-,45.86,0.0,100,0.0,0.0,-,115.92,0.0,100,16.56,0.0,100,25,-,0.25,57.32,11.46,11.46,80.25,83.33,68.79,11.46,11.46,85.71,L,49.0,514.6,10.50204082,64.83,52.82,55.1,47.69,39.99,54.39,33.58,27.98,54.55,2.57,2.45,51.16,28.22,24.49,53.54,10.49,10.61,49.72,1.4,1.4,50,23.63,18.5,56.09,0.62,0.93,40,45.64,33.51,57.66,0.84,0.51,62.5,7.64,91.25,0.9890000000000001,10.84,15.62,8.16,50.95,57.06,18.31,20.05,16.21,53.04,L,25.0,10/9/93,Toronto,ON,CAN,CAN,72.0,192.0,2012,CAR,2,8,38
Pierre-Edouard Bellemare,2018,VGK,L,72.0,723.7,6.0,10.0,6.0,4.0,16.0,59.26,87.0,6.90,153.0,122.0,69.0,22.0,7.0,5.0,10.0,5.0,5.0,0.0,0.0,7.0,22.0,34.0,39.0,67.0,41.0,267.0,236.0,53.08,L,72.0,9.8,0.0,0.0,0.0,0.0,0.0,0.00,0.0,-,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,50.00,L,72.0,154.06666666667,0.0,0.0,0.0,0.0,0.0,-,5.0,0.00,10.0,9.0,5.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,15.0,2.0,0.0,22.0,81.0,96.0,45.76,L,72.0,154.06666669999998,2.139814815,12.07,108.26,10.03,10.9,77.5,12.33,7.4,57.25,11.45,0.0,5.84,0,5.06,52.96,8.72,2.34,21.42,9.84,0.0,3.5,0,3.63,42.06,7.95,0.0,1.56,0,4.5,69.75,6.06,0.0,1.69,0,0,89.8,0.898,0.39,5.45,59.58,22.98,0.65,1.95,9.74,73.22,2.59,L,72.0,9.8,0.136111111,79.59,0.0,100,73.47,0.0,100,55.1,0.0,100,6.12,0.0,100,30.61,0.0,100,6.12,0.0,100,6.12,0.0,100,32.65,0.0,100,0.0,0.0,-,70.75,0.0,100,0.0,0.0,-,11.11,-,0.11,61.22,6.12,6.12,110.2,90.91,91.84,6.12,12.24,88.24,L,72.0,887.5666667000002,12.32731481,51.44,63.61,44.71,39.34,44.48,46.94,26.97,32.25,45.55,1.89,2.5,43.08,23.86,29.14,45.03,9.13,11.02,45.3,0.88,1.42,38.24,19.65,24.16,44.86,0.81,1.08,42.86,31.15,40.62,43.4,0.39,0.39,50,7.02,92.24,0.993,6.42,9.06,17.58,46.78,26.76,15.55,15.48,29.74,34.33,L,33.0,3/6/85,Le Blanc-Mesnil,,FRA,FRA,72.0,198.0,-,-,-,-,-
Pierre-Luc Dubois,2018,CBJ,C,82.0,1192.35,14.0,19.0,9.0,10.0,33.0,55.93,143.0,9.79,234.0,189.0,160.0,76.0,7.0,10.0,35.0,16.0,15.0,1.0,0.0,22.0,27.0,37.0,124.0,130.0,45.0,407.0,540.0,42.98,C,82.0,159.03333333333,6.0,9.0,3.0,6.0,15.0,57.69,22.0,27.27,40.0,33.0,33.0,21.0,1.0,5.0,14.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,14.0,0.0,50.0,46.0,52.08,C,82.0,12.65,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,44.44,C,82.0,12.65,0.154268293,0.0,66.4,0,0.0,52.17,0,0.0,42.69,0,0.0,0.0,-,0.0,18.97,0,0.0,9.49,0,0.0,0.0,-,0.0,12.65,0,0.0,0.0,-,0.0,68.51,0,0.0,0.0,-,-,100,1,14.23,14.23,4.74,147.04,75,18.97,23.72,4.74,80,C,82.0,159.0333333,1.939430894,99.98,14.71,87.17,78.47,13.96,84.9,54.33,12.83,80.9,9.81,1.51,86.67,47.54,7.17,86.9,18.86,3.77,83.33,3.02,0.75,80,38.23,4.53,89.41,2.01,1.01,66.67,72.48,4.36,94.33,7.63,0.0,100,18.06,88.24,1.063,29.81,5.28,1.89,20.75,94.05,50.18,9.05,3.4,93.66,C,82.0,1364.033333,16.63455285,70.64,48.78,59.15,54.46,36.47,59.89,39.06,28.72,57.62,3.74,2.24,62.5,34.84,24.68,58.54,13.42,10.16,56.9,1.76,1.19,59.7,28.56,19.35,59.61,1.35,1.06,56.1,45.81,28.46,61.68,1.27,0.25,83.33,9.57,92.19,1.018,14.6,15.26,4.84,41.22,75.11,27.32,21.25,11.52,70.33,C,20.0,6/24/98,Ste-Agathe-Des-Monts,QC,CAN,CAN,75.0,207.0,2016,CBJ,1,3,3
Pontus Aberg,2018,"EDM, NSH",L,53.0,623.71666666667,4.0,11.0,7.0,4.0,15.0,51.72,69.0,5.80,119.0,97.0,64.0,29.0,5.0,6.0,10.0,5.0,5.0,0.0,0.0,10.0,19.0,12.0,23.0,35.0,8.0,4.0,8.0,33.33,L,53.0,18.983333333333,0.0,1.0,0.0,1.0,1.0,33.33,1.0,0.00,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-,L,53.0,2.1666666666667,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,L,53.0,2.166666667,0.040880503,0.0,27.69,0,0.0,27.69,0,0.0,27.69,0,0.0,0.0,-,0.0,27.69,0,0.0,0.0,-,0.0,0.0,-,0.0,36.92,0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,100,1,27.69,0.0,0.0,110.77,100,27.69,0.0,0.0,100,L,53.0,18.98333333,0.358176101,69.53,25.29,73.33,41.09,25.29,61.9,28.45,18.96,60,9.48,3.16,75,31.61,15.8,66.67,12.64,6.32,66.67,3.16,0.0,100,25.29,12.64,66.67,4.21,0.0,100,36.52,13.7,72.73,4.57,4.57,50,33.33,83.33,1.167,25.29,9.48,0.0,60.05,100,34.77,15.8,6.32,84.62,L,53.0,644.8666667,12.1672956,50.8,57.59,46.87,38.98,43.45,47.29,28.19,31.08,47.57,2.98,1.86,61.54,22.7,28.19,44.61,9.49,10.79,46.79,1.77,0.84,67.86,17.62,23.2,43.16,0.62,0.74,45.45,32.93,34.94,48.51,0.81,0.4,66.67,10.56,94.01,1.046,13.68,15.63,8.19,44.29,62.55,20.0,21.68,14.51,57.95,L,25.0,9/23/93,Stockholm,,SWE,SWE,71.0,196.0,2012,NSH,2,7,37
Radek Faksa,2018,DAL,C,79.0,1029.15,15.0,16.0,8.0,8.0,31.0,62.00,104.0,14.42,169.0,131.0,104.0,53.0,6.0,16.0,23.0,10.0,9.0,1.0,0.0,13.0,14.0,33.0,98.0,113.0,44.0,476.0,437.0,52.14,C,79.0,18.983333333333,0.0,0.0,0.0,0.0,0.0,-,4.0,0.00,6.0,5.0,5.0,4.0,0.0,0.0,9.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,11.0,12.0,47.83,C,79.0,158.3,1.0,0.0,0.0,0.0,1.0,100.00,10.0,10.00,13.0,13.0,7.0,5.0,2.0,0.0,4.0,2.0,2.0,0.0,0.0,3.0,1.0,5.0,3.0,7.0,12.0,69.0,72.0,48.94,C,79.0,158.3,2.003797468,14.02,103.1,11.97,13.27,76.56,14.77,10.61,49.65,17.61,0.38,6.82,5.26,5.69,51.17,10,3.41,22.74,13.04,0.38,2.65,12.5,3.03,37.9,7.41,0.0,2.53,0,2.74,68.98,3.82,0.0,3.28,0,3.57,86.26,0.898,1.52,9.1,39.8,59.13,3.67,3.03,13.64,46.62,6.11,C,79.0,18.98333333,0.240295359,94.82,9.48,90.91,75.86,9.48,88.89,60.05,9.48,86.36,0.0,0.0,-,47.41,3.16,93.75,22.12,0.0,100,0.0,0.0,-,33.71,4.21,88.89,0.0,0.0,-,63.92,0.0,100,0.0,0.0,-,0,100,1,37.93,28.45,9.48,107.46,80,41.09,31.61,9.48,81.25,C,79.0,1206.433333,15.27130802,49.83,59.53,45.57,36.85,42.42,46.49,26.66,30.29,46.81,2.59,2.44,51.49,22.78,27.4,45.39,9.55,10.84,46.83,1.69,0.9,65.38,17.64,22.08,44.41,0.66,1.19,35.71,29.74,37.0,44.56,0.43,0.79,35.29,9.7,91.95,1.0170000000000001,6.81,18.65,15.82,50.28,30.11,11.39,24.02,26.86,29.78,C,25.0,1/9/94,Vitkov,,CZE,CZE,75.0,220.0,2012,DAL,1,13,13
Radim Vrbata,2018,FLA,R,42.0,485.18333333333,3.0,7.0,4.0,3.0,10.0,55.56,66.0,4.55,113.0,89.0,55.0,17.0,6.0,6.0,14.0,7.0,7.0,0.0,0.0,3.0,15.0,21.0,15.0,19.0,16.0,6.0,13.0,31.58,R,42.0,55.51666666666701,2.0,2.0,1.0,1.0,4.0,100.00,22.0,9.09,31.0,27.0,15.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,50.00,R,42.0,1.3166666666667,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,R,42.0,1.316666667,0.031349206,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,0.0,0.0,0.0,91.14,-,0.0,0.0,0.0,-,R,42.0,55.51666667,1.321825397,110.24,15.13,87.93,87.54,14.05,86.17,69.17,12.97,84.21,4.32,0.0,100,52.96,4.32,92.45,25.94,2.16,92.31,3.24,0.0,100,36.03,2.88,92.59,1.44,0.0,100,78.05,10.93,87.72,0.0,0.0,-,6.25,100,1.063,20.53,7.57,4.32,54.04,82.61,33.5,12.97,6.48,83.78,R,42.0,542.0166667000001,12.90515873,58.89,61.22,49.03,45.94,47.27,49.29,34.21,34.87,49.52,2.44,2.77,46.81,26.46,26.46,50.0,10.07,11.51,46.67,1.77,1.33,57.14,21.84,19.93,52.3,0.44,0.59,42.86,41.57,42.05,49.71,0.48,1.44,25,7.12,92.06,0.992,10.52,19.04,10.07,49.15,51.08,18.71,26.35,21.7,46.3,R,37.0,6/13/81,Mlada Boleslav,,CZE,CZE,73.0,194.0,1999,COL,7,26,212
Radko Gudas,2018,PHI,D,70.0,1061.1333333333,2.0,13.0,10.0,3.0,15.0,37.50,135.0,1.48,249.0,180.0,32.0,3.0,7.0,14.0,54.0,16.0,12.0,2.0,2.0,9.0,44.0,6.0,160.0,120.0,98.0,0.0,0.0,-,D,70.0,4.6166666666667,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,D,70.0,130.5,0.0,1.0,0.0,1.0,1.0,100.00,7.0,0.00,8.0,8.0,0.0,0.0,0.0,0.0,17.0,3.0,1.0,1.0,1.0,6.0,6.0,1.0,10.0,2.0,25.0,0.0,0.0,-,D,70.0,130.5,1.864285714,17.93,93.33,16.12,17.93,66.21,21.31,15.63,50.57,23.61,0.46,9.2,4.76,6.9,46.44,12.93,4.14,21.15,16.36,0.46,3.68,11.11,3.68,33.72,9.84,0.0,1.84,0,3.98,63.09,5.94,0.0,5.98,0,2.94,81.82,0.848,0.92,5.52,40.92,32.64,2.2,2.3,9.66,63.45,3.5,D,70.0,4.616666667,0.06595238099999999,25.99,0.0,100,25.99,0.0,100,25.99,0.0,100,0.0,0.0,-,13.0,0.0,100,0.0,0.0,-,0.0,0.0,-,17.33,0.0,100,0.0,0.0,-,18.77,0.0,100,0.0,0.0,-,0,-,0,25.99,25.99,25.99,233.94,50,51.99,25.99,25.99,66.67,D,70.0,1197.1,17.10142857,54.08,58.49,48.04,41.15,41.95,49.52,30.87,28.62,51.9,2.05,3.06,40.2,22.1,28.17,43.97,9.17,11.23,44.96,1.2,1.45,45.28,17.24,22.59,43.29,0.53,0.94,36.36,34.46,35.11,49.53,0.51,1.3,28,6.66,89.32,0.96,5.56,11.58,11.98,48.62,31.71,14.74,19.1,23.26,38.79,D,28.0,6/5/90,Prague,,CZE,CZE,72.0,204.0,2010,T.B,3,6,66
Rasmus Andersson,2018,CGY,D,10.0,135.98333333333,0.0,0.0,0.0,0.0,0.0,0.00,7.0,0.00,18.0,11.0,5.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,2.0,13.0,10.0,0.0,0.0,-,D,10.0,15.633333333333,0.0,0.0,0.0,0.0,0.0,0.00,1.0,0.00,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,D,10.0,2.7666666666667004,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,D,10.0,2.766666667,0.276666667,0.0,43.37,0,0.0,43.37,0,0.0,21.69,0,0.0,21.69,0,0.0,21.69,0,0.0,21.69,0,0.0,21.69,0,0.0,0.0,-,0.0,0.0,-,0.0,31.33,0,0.0,0.0,-,-,0,0,0.0,21.69,86.75,43.37,0,0.0,21.69,86.75,0,D,10.0,15.63333333,1.563333333,99.79,11.51,89.66,69.08,11.51,85.71,53.73,11.51,82.35,3.84,0.0,100,53.73,0.0,100,19.19,0.0,100,3.84,0.0,100,46.06,0.0,100,0.0,0.0,-,60.98,16.63,78.57,0.0,0.0,-,7.14,100,1.071,15.35,3.84,0.0,57.57,100,34.54,3.84,3.84,90,D,10.0,154.3833333,15.43833333,66.07,47.41,58.22,52.47,38.09,57.94,36.92,26.04,58.64,2.33,2.72,46.15,31.48,22.15,58.7,11.27,8.55,56.86,1.94,2.33,45.45,26.95,18.14,59.77,0.0,0.52,0,41.54,30.31,57.81,0.56,0.0,100,6.32,89.55,0.9590000000000001,9.72,13.99,6.22,50.13,60.98,19.04,19.43,12.83,59.76,D,22.0,10/27/96,Malmö,,SWE,SWE,73.0,214.0,2015,CGY,2,23,53
